neighbourhood_group,neighbourhood,room_type,minimum_nights,price
0,10,1,1,100
1,4,0,2,90
1,4,2,1,60
0,13,0,30,48
0,96,0,1,200
0,6,0,2,45
1,19,1,1,260
0,21,0,2,33
1,4,0,4,90
1,1,1,3,399
2,63,0,3,59
0,6,0,2,75
0,16,1,3,150
1,11,1,3,500
1,28,1,30,150
0,22,0,4,45
0,20,0,4,89
0,70,1,5,80
1,2,0,2,86
1,1,1,5,195
0,12,0,29,62
0,6,0,1,200
0,12,0,2,75
4,66,0,1,55
0,6,0,5,45
0,12,0,7,39
0,6,1,5,85
0,6,1,90,69
0,6,0,7,65
1,7,0,3,350
1,1,0,1,199
2,49,1,3,95
0,6,0,2,42
0,20,1,30,159
0,13,1,30,160
1,7,0,1,249
4,98,0,1,35
1,23,0,1,118
1,2,0,6,50
1,1,1,1,240
0,21,2,1,28
4,88,0,1,37
1,28,1,2,200
1,8,1,5,200
1,8,1,30,125
1,5,1,3,0
0,22,1,7,113
0,12,1,4,250
0,34,1,10,102
0,12,1,1,198
1,28,1,1,1100
1,1,0,3,500
0,21,1,30,80
0,29,1,4,4000
1,1,1,3,350
2,56,0,2,70
0,15,1,2,100
0,12,0,25,60
0,16,1,5,200
0,22,1,7,190
0,6,1,3,179
0,21,1,2,120
0,3,0,3,99
1,9,1,1,250
1,28,0,1,199
1,2,0,3,100
1,1,1,30,189
0,21,0,30,50
1,68,1,1,159
1,2,1,3,188
2,106,0,2,200
0,21,1,1,175
0,82,1,1,80
0,15,0,3,97
1,8,1,2,169
2,25,1,2,120
1,68,1,5,239
0,111,0,1,56
0,21,0,2,65
1,4,1,2,155
1,23,1,3,250
1,19,1,3,110
1,60,0,1,62
1,1,1,1,250
0,21,0,1,50
0,67,1,3,129
1,5,1,30,200
2,25,0,1,125
1,7,1,3,150
0,6,1,6,110
1,26,2,30,800
0,33,1,4,95
0,70,1,2,115
0,12,1,5,425
0,38,1,2,350
1,27,0,5,100
1,60,1,3,124
1,11,1,30,160
0,12,1,1,150
2,56,1,1,99
1,26,1,3,100
1,2,0,3,89
0,6,1,3,110
0,73,0,1,99
0,10,0,2,85
0,79,0,3,47
0,6,0,7,38
1,2,1,3,174
0,6,1,1,350
0,33,1,4,130
0,24,1,5,350
1,2,0,30,52
1,11,1,3,290
1,2,0,3,55
2,145,0,1,82
1,1,1,7,345
1,8,1,30,317
1,4,1,4,125
1,28,1,30,125
1,7,0,1,794
0,12,1,2,200
1,23,1,4,250
1,26,1,13,200
1,14,1,3,400
0,15,1,3,115
0,12,1,2,90
1,28,1,29,150
0,10,1,3,100
0,21,1,2,85
0,24,0,1,48
1,52,1,3,289
0,111,0,1,55
0,6,0,2,57
2,25,1,3,295
1,5,1,2,262
0,12,0,3,85
1,19,0,2,88
0,12,1,3,185
1,8,1,5,279
0,84,1,2,60
2,44,0,1,80
0,6,0,6,50
0,20,1,2,150
1,30,1,1,70
1,1,0,1,175
1,30,1,74,67
1,2,0,2,90
1,4,0,21,53
0,6,1,30,80
0,21,0,1,60
0,17,1,15,120
0,20,1,4,128
0,15,1,5,80
0,6,0,30,57
0,12,1,3,275
0,6,1,1,150
0,70,1,3,85
0,12,0,2,110
0,54,0,3,35
0,12,1,30,600
0,34,1,30,130
0,6,0,15,48
0,12,0,2,95
0,15,1,2,350
1,102,0,1,70
2,81,1,4,110
0,0,0,1,56
0,6,0,2,38
0,6,0,2,55
0,12,0,4,63
0,13,0,6,130
0,15,0,2,27
1,8,1,1,200
0,12,1,2,150
0,21,0,1,50
4,133,1,93,70
1,28,1,1,146
0,12,1,4,350
1,7,1,3,285
1,2,0,5,62
2,152,1,1,150
1,19,1,3,400
0,16,1,1,100
2,31,1,3,120
1,19,0,5,80
0,12,1,5,220
0,113,1,3,275
1,5,0,2,150
0,79,0,1,49
1,19,1,10,200
1,28,1,3,175
2,39,1,2,100
1,7,0,1,120
0,12,1,2,220
1,8,1,4,180
1,11,1,1,750
0,21,1,1,100
1,30,1,7,147
1,52,1,1,108
0,3,1,7,150
1,2,0,1,89
0,12,0,4,80
2,56,1,21,110
0,79,1,2,130
1,8,1,2,255
1,14,1,1,250
1,26,1,7,150
1,2,0,1,110
0,21,1,4,159
1,28,1,15,110
0,12,0,3,55
0,79,1,1,460
1,8,1,5,350
0,90,1,7,75
2,25,1,4,150
0,6,0,2,120
4,80,0,1,40
1,1,1,30,259
1,43,1,29,179
1,26,1,3,409
1,19,0,4,90
2,116,0,3,60
0,79,0,1,54
0,6,1,2,120
0,15,0,30,65
1,19,1,4,120
0,24,0,2,85
0,21,0,2,65
1,26,1,5,275
0,16,1,1,132
1,2,1,1,200
0,96,0,4,75
0,21,0,1,53
0,21,0,7,50
2,63,1,1,90
2,44,1,2,200
1,30,1,30,185
1,43,1,2,270
2,56,1,20,70
0,84,0,28,40
0,16,1,2,400
0,15,0,1,25
1,23,0,1,333
1,14,1,1,800
1,26,0,2,135
1,14,1,2,250
1,26,0,1,73
4,182,0,1,24
1,7,1,3,189
1,8,0,1,88
1,8,1,3,155
4,59,0,1,65
0,146,1,2,150
0,12,1,5,330
0,12,0,2,70
1,2,1,10,500
0,79,0,1,54
1,9,0,6,62
1,2,1,3,750
1,68,1,3,130
0,13,0,8,44
0,70,0,1,119
2,56,0,1,110
0,34,0,2,44
2,162,2,1,24
1,4,0,3,85
1,26,1,29,187
0,21,0,3,60
2,56,2,1,300
1,23,0,28,125
1,2,1,1,150
0,22,0,3,38
1,8,1,30,99
1,8,1,4,307
0,6,0,1,125
0,6,0,30,42
1,4,0,7,150
0,3,0,1,241
1,9,1,30,176
2,44,0,2,52
0,35,1,3,110
1,51,0,1,51
1,14,0,3,150
1,2,0,1,125
1,1,1,4,500
1,2,0,3,145
0,10,1,5,129
1,11,0,2,50
0,15,1,2,137
2,56,1,5,200
0,20,0,7,50
2,153,1,7,100
0,3,0,4,165
0,20,0,2,126
0,6,1,4,110
0,12,0,1,75
0,0,1,2,200
0,13,0,2,65
0,15,0,7,50
1,4,0,2,76
2,107,0,2,120
1,30,0,30,52
0,20,1,3,190
0,6,1,14,250
2,63,0,1,55
1,2,1,5,399
2,44,0,5,50
1,19,1,5,249
1,1,0,1,285
0,12,0,1,65
1,19,1,4,140
1,7,1,1,160
1,30,0,1,35
2,31,0,1,50
0,20,1,1,95
2,126,0,28,56
0,12,1,2,400
1,43,0,7,179
2,37,0,1,50
0,73,0,3,67
1,2,0,2,80
0,22,1,4,200
2,56,1,3,150
1,8,1,1,99
0,13,1,1,95
1,9,0,1,100
0,6,1,3,200
1,45,0,1,90
0,6,0,5,55
1,8,1,1,130
0,24,0,1,60
0,6,0,2,79
1,14,1,30,289
1,19,0,3,100
1,2,1,1,170
0,20,0,7,45
0,12,1,4,180
1,14,1,3,300
0,15,1,1,109
0,20,0,1,60
2,61,0,1,35
2,81,0,3,50
0,21,0,3,65
1,11,1,1,190
1,28,1,1,195
0,79,0,3,50
0,12,1,4,250
1,2,0,2,80
0,12,1,4,100
2,39,0,1,60
1,4,1,2,500
1,2,0,1,50
1,4,0,2,77
0,15,1,7,135
2,95,1,4,69
0,6,1,3,100
1,2,0,7,50
0,12,1,3,110
1,1,1,4,300
1,14,1,30,356
0,21,0,30,35
1,2,1,3,135
0,12,1,2,110
0,12,0,10,80
1,4,1,2,90
4,144,0,3,35
0,20,1,7,85
1,4,1,1,130
1,1,1,2,255
1,7,1,3,90
1,1,1,2,450
0,123,1,2,120
1,8,1,5,135
1,1,1,4,185
1,19,1,30,302
1,14,0,1,99
1,71,1,30,130
0,12,1,2,165
4,144,2,1,22
0,21,0,3,50
1,77,1,3,225
1,11,1,3,200
0,12,0,2,80
1,28,1,3,890
1,68,1,30,348
0,15,0,5,38
0,12,0,1,110
0,6,0,6,50
0,17,0,2,60
0,15,1,7,165
1,7,0,6,95
1,19,1,2,133
2,25,1,1,2000
0,12,1,2,140
0,13,1,2,150
2,46,1,2,125
0,21,0,2,50
1,8,1,28,199
2,56,1,1,75
1,19,1,2,500
1,68,0,1,189
0,21,1,30,180
1,27,1,4,403
0,3,0,2,90
1,7,1,5,90
0,0,0,1,39
1,30,0,2,95
0,6,0,3,50
0,15,1,5,110
0,70,2,7,200
2,81,0,1,30
0,22,1,5,85
0,21,0,1,80
2,49,0,1,55
4,136,0,2,45
0,21,0,2,70
0,15,1,2,100
0,6,1,5,99
0,12,1,1,250
0,6,0,1,45
4,69,0,2,47
1,4,1,1,85
2,81,0,1,69
1,8,1,5,165
0,10,1,3,475
0,12,1,3,145
0,6,1,1,90
1,9,1,1,212
1,7,1,1,130
1,19,0,6,91
0,21,1,3,140
0,54,0,1,50
1,43,0,2,210
0,12,1,1,360
0,67,2,5,20
1,4,0,6,399
1,23,1,3,110
4,72,2,1,45
2,162,2,1,28
1,43,1,2,211
0,12,0,30,64
0,3,1,14,89
1,8,1,1,1500
0,38,1,30,80
3,41,1,4,72
0,38,1,30,90
0,20,0,4,55
1,26,1,30,185
0,12,0,3,50
1,14,1,3,320
1,14,1,30,205
1,11,1,4,246
1,9,0,31,125
0,24,1,2,115
1,30,0,1,90
1,4,1,2,129
1,4,0,1,54
2,198,1,2,325
0,20,0,5,60
1,71,0,1,200
0,10,0,4,89
1,1,0,3,400
0,6,0,2,55
2,56,0,4,45
2,56,0,1,60
0,70,1,3,100
2,56,1,2,90
1,2,0,30,100
1,27,1,30,466
2,37,0,2,100
0,12,0,2,50
0,12,0,1,49
1,43,1,3,321
1,8,0,1,119
1,7,0,7,99
1,7,1,3,199
0,16,0,1,150
0,34,1,1,115
1,5,1,30,350
1,28,0,4,100
0,21,0,1,45
0,6,1,5,100
1,19,0,1,195
1,45,0,3,99
0,6,1,3,399
0,12,1,7,160
0,111,1,7,83
4,173,0,3,40
0,90,0,30,30
3,93,0,1,50
1,1,1,30,239
1,4,0,1,65
1,1,0,2,350
1,7,1,1,300
1,11,1,4,199
1,7,1,4,125
1,2,1,3,100
1,26,0,2,79
2,25,1,3,150
1,14,0,1,65
0,13,0,3,75
1,2,0,3,85
1,43,0,1,124
1,19,1,28,210
2,56,0,1,65
0,12,0,3,41
1,11,0,2,120
0,12,1,2,94
1,1,1,3,199
0,6,1,2,50
0,21,1,3,89
0,22,1,3,175
1,28,1,2,888
1,101,1,28,91
1,19,1,10,160
0,10,1,1,175
1,7,0,1,120
1,23,2,1,68
0,12,0,5,70
1,7,1,30,198
0,10,1,3,175
0,20,0,7,95
0,24,1,2,99
2,56,0,5,53
1,30,1,5,150
1,132,0,2,60
0,3,1,30,155
0,6,1,3,145
1,19,0,7,60
1,14,1,29,250
1,1,0,1,150
1,19,1,3,175
0,24,1,60,80
1,43,1,3,275
2,46,1,1,250
0,0,1,1,169
1,23,1,2,199
1,64,1,2,203
0,6,0,2,75
2,116,1,1,100
1,2,0,4,28
1,1,1,90,250
1,7,1,30,202
2,37,0,1,57
0,16,0,1,70
0,20,0,2,58
0,12,0,7,66
0,6,0,7,150
0,6,0,3,45
1,8,1,2,140
0,0,0,30,40
1,1,1,2,260
4,80,0,1,200
0,36,1,5,200
0,22,0,2,36
0,6,0,6,45
1,8,0,1,105
0,32,1,2,250
1,14,1,30,191
0,36,0,3,105
1,11,1,2,198
0,33,0,2,100
2,118,0,4,44
0,16,1,1,120
0,79,0,1,47
1,30,1,20,75
2,103,0,1,50
1,2,1,2,140
1,19,1,35,150
1,7,0,1,200
1,5,1,1,190
0,21,2,30,35
0,12,1,5,100
0,6,1,2,45
2,44,0,18,31
0,16,1,4,200
0,79,0,30,65
0,21,0,2,45
0,73,1,7,140
0,24,1,2,70
1,1,1,1,200
1,2,0,5,78
0,76,0,2,80
0,12,0,4,80
0,3,1,3,200
1,77,0,1,75
2,31,0,1,100
1,30,0,1,65
1,11,1,2,190
0,21,0,1,35
1,2,0,3,150
0,20,0,3,49
0,15,1,2,115
1,68,0,5,59
0,21,0,21,36
2,56,1,3,179
0,6,0,1,63
0,12,1,10,385
1,4,0,3,90
0,6,0,3,50
1,4,1,2,225
2,56,0,4,95
0,117,1,2,97
0,21,0,12,60
1,19,1,30,110
1,7,1,3,185
0,113,0,5,58
0,15,1,5,125
1,68,0,5,109
0,20,1,3,150
1,7,0,2,65
0,38,1,3,150
0,111,0,1,45
0,12,1,5,300
0,6,0,1,70
0,70,0,3,33
1,9,1,2,121
1,14,1,4,225
4,69,0,7,35
0,12,1,2,295
1,8,0,2,85
1,9,1,1,190
0,12,0,2,55
3,93,0,1,50
0,15,0,2,100
0,6,0,1,61
0,12,0,3,70
0,12,0,2,65
0,21,1,5,175
1,7,1,1,320
2,56,1,2,125
2,39,0,1,50
0,21,0,3,90
0,15,1,2,160
0,24,1,4,250
1,5,1,30,175
1,23,1,1,2000
1,11,1,3,170
0,6,0,1,65
1,19,0,2,100
1,8,1,14,117
1,48,1,30,299
0,20,1,2,150
0,6,0,2,70
1,19,0,3,86
0,20,0,5,80
1,68,2,2,69
0,12,1,1,60
1,14,1,29,265
0,6,0,2,57
1,43,0,7,209
0,12,0,2,60
0,13,1,2,160
0,6,0,1,55
0,6,1,3,130
0,6,1,3,120
3,196,0,1,80
1,45,0,1,120
1,2,2,1,60
0,15,0,3,70
1,4,0,1,60
1,2,1,2,225
1,2,0,1,40
0,12,0,3,60
1,19,1,7,160
1,30,0,7,55
0,12,0,3,118
1,2,1,3,198
1,2,0,4,69
0,16,1,7,195
1,27,1,2,125
4,114,2,1,28
2,56,0,1,79
1,8,1,1,260
1,2,0,2,73
0,10,0,4,65
1,7,0,2,92
0,17,1,2,159
0,12,0,3,45
2,103,2,1,70
0,6,0,1,150
1,19,1,10,300
0,82,0,2,69
1,26,1,2,300
1,28,1,10,145
1,19,0,10,72
1,30,1,2,595
1,4,0,2,83
1,52,1,4,220
1,2,1,1,77
1,2,0,1,70
4,156,1,2,100
0,79,1,2,120
0,6,0,4,65
0,3,1,2,350
1,68,0,2,100
1,5,1,2,255
1,1,1,30,135
0,15,0,30,700
0,33,1,31,275
1,8,0,1,230
1,28,1,1,140
1,19,1,2,185
1,2,0,2,50
4,188,0,2,42
1,2,0,8,47
1,26,1,30,150
1,7,1,3,200
2,31,1,1,99
0,21,0,1,45
1,4,1,3,175
0,6,0,1,98
2,25,1,2,105
4,181,1,2,80
1,23,1,1,150
1,4,1,14,115
0,6,0,1,75
1,28,1,30,200
1,19,1,3,133
0,12,1,3,119
1,11,1,15,196
0,20,1,3,250
0,21,0,3,99
1,1,1,29,239
1,30,0,2,97
0,12,0,2,68
1,7,1,5,189
1,4,0,1,95
1,43,1,2,223
0,76,0,4,37
0,12,0,2,65
1,7,0,1,100
1,7,1,1,265
0,22,1,2,77
0,21,0,3,80
1,8,1,3,200
0,16,1,7,175
0,12,1,3,185
0,12,0,2,51
1,4,1,2,127
1,19,1,2,225
1,2,0,1,75
0,54,0,4,35
1,4,0,2,60
0,21,1,4,120
1,9,1,2,189
0,6,1,2,140
1,71,1,4,337
1,30,1,1,45
1,23,1,2,139
0,20,1,3,400
1,28,0,2,115
0,24,1,3,107
2,47,1,2,85
1,28,1,4,275
0,6,0,1,35
2,129,0,2,65
2,149,1,2,285
2,83,0,28,68
0,12,1,4,157
0,6,1,1,700
0,12,1,30,180
1,7,0,12,61
1,7,1,30,4100
0,16,1,2,275
0,6,1,2,275
0,164,1,30,150
0,15,0,4,80
2,85,1,3,70
1,7,0,3,225
1,30,1,1,359
0,21,1,2,100
0,54,1,4,125
0,13,1,2,150
2,37,0,2,47
0,15,1,3,100
1,8,1,30,352
2,37,1,2,80
2,184,0,4,195
1,18,2,6,90
1,23,1,1,200
1,11,1,1,240
1,2,0,2,82
2,81,0,5,40
1,132,1,4,175
1,11,1,1,214
0,6,0,2,60
0,21,0,1,45
0,12,1,10,117
2,63,0,1,50
2,39,1,2,71
1,8,1,3,250
1,2,0,7,35
1,1,0,2,112
1,43,1,2,275
1,7,0,4,81
0,6,1,3,168
1,1,1,30,234
1,2,1,5,160
0,6,0,2,59
0,20,0,3,118
2,56,0,4,61
1,7,1,4,239
1,28,1,3,139
0,15,1,2,215
0,15,0,6,75
1,14,0,10,99
1,11,1,3,100
2,56,0,1,85
0,15,0,1,68
2,46,0,1,60
0,6,1,4,100
1,11,1,4,160
0,6,0,1,65
0,12,1,2,150
0,90,1,21,120
1,2,2,3,45
0,21,1,3,325
0,12,1,2,300
0,13,0,2,85
1,8,1,5,120
0,97,1,4,175
2,37,1,2,159
0,6,0,1,93
0,29,0,3,60
2,83,1,7,105
0,6,0,1,140
0,13,1,2,169
0,22,1,6,120
1,8,0,2,105
1,19,1,6,120
1,53,1,31,90
1,64,0,1,124
1,4,1,2,140
2,178,1,2,200
1,11,1,2,230
1,7,1,30,130
1,68,1,5,700
1,11,1,1,148
1,26,1,1,180
1,14,1,2,250
2,81,0,3,65
1,9,1,6,160
0,12,0,2,89
0,70,1,4,123
0,12,0,6,70
0,20,0,20,55
1,7,1,2,180
0,6,0,2,59
2,124,1,2,65
0,20,1,6,100
1,8,1,2,185
1,28,1,1,160
0,21,1,30,177
0,3,0,20,50
1,43,0,3,135
0,6,0,1,90
1,1,1,30,306
1,1,1,3,699
0,12,0,4,50
0,15,0,2,40
1,2,1,3,85
0,6,0,7,40
0,12,1,3,250
0,21,0,7,45
1,68,1,7,165
1,2,1,4,145
1,19,1,2,170
1,7,1,4,700
0,20,1,2,190
0,10,1,3,135
0,15,1,1,250
0,6,0,2,53
0,20,1,7,210
2,25,0,3,55
0,3,1,3,89
0,29,0,2,55
1,43,0,7,169
0,13,0,30,48
1,68,0,2,120
0,12,0,7,130
2,56,1,3,95
4,133,1,3,139
0,15,1,4,158
1,8,1,2,135
1,4,0,2,60
1,4,2,1,45
1,4,1,2,275
1,1,1,1,150
1,2,0,30,50
1,30,0,2,55
0,6,1,2,70
1,52,0,4,90
1,19,1,2,145
0,82,0,3,80
1,1,0,1,375
0,13,1,3,335
1,45,0,5,100
1,8,1,2,153
1,28,0,2,135
1,28,1,30,190
0,6,0,30,39
0,15,0,14,45
0,6,1,6,90
1,43,0,1,125
0,21,0,3,50
1,43,1,2,180
1,8,1,2,99
1,60,1,2,190
0,20,1,2,100
0,6,0,1,45
0,17,0,1,45
0,21,0,30,45
0,29,1,2,124
0,20,1,2,200
1,19,0,1,39
2,81,0,1,170
0,20,1,2,175
0,6,0,3,85
1,30,0,3,74
2,87,0,1,85
0,22,1,4,65
1,7,1,1,843
0,12,0,1,80
0,79,1,7,90
1,1,1,28,675
1,4,0,4,70
0,3,0,3,55
0,21,1,4,140
1,19,1,1,249
1,28,1,1,200
0,111,0,1,65
1,8,0,28,100
1,1,1,28,675
0,6,1,3,152
1,23,1,4,180
0,21,0,2,65
1,77,1,3,295
0,147,0,3,120
1,53,1,31,139
1,43,1,2,210
0,21,0,2,65
1,52,1,2,350
0,3,1,7,78
2,129,0,4,45
1,7,1,3,395
0,12,1,3,500
0,54,1,93,85
2,56,0,21,65
0,15,1,6,97
0,21,0,1,45
1,43,1,20,249
1,8,0,3,200
0,24,1,2,115
0,22,0,2,70
0,24,0,2,70
1,11,1,3,375
2,37,0,1,80
1,5,0,1,85
1,5,1,1,500
0,54,1,7,115
1,8,1,30,150
1,14,0,25,138
0,15,1,6,93
0,21,1,7,89
0,29,0,2,100
0,20,0,5,115
1,68,1,8,159
0,12,1,2,90
0,16,1,4,140
0,20,1,2,180
0,54,0,1,99
0,15,1,1,200
0,164,1,1,79
1,2,0,4,45
0,29,1,3,150
0,73,0,2,39
0,20,1,2,165
2,49,0,3,100
0,12,0,2,75
2,81,0,30,28
0,12,1,3,220
2,83,0,2,37
4,59,1,1,175
1,19,1,2,199
1,26,1,3,184
0,6,1,4,250
1,4,0,2,130
1,68,1,3,198
1,43,1,30,225
0,20,0,7,59
1,14,1,30,303
0,13,1,2,200
0,12,1,3,220
1,8,1,5,180
0,6,1,5,80
1,43,1,2,212
1,11,1,2,300
0,70,1,3,169
0,117,1,2,139
0,6,0,1,55
1,28,1,1,128
1,8,1,15,145
1,4,0,5,50
1,28,1,1,120
2,183,0,1,70
1,68,1,7,190
2,46,0,1,165
1,27,1,2,164
1,4,0,1,160
1,27,0,6,45
0,20,1,3,199
0,21,0,1,65
4,150,0,2,24
2,47,1,4,125
0,20,1,3,250
1,9,1,2,96
1,8,1,30,275
1,2,0,4,65
0,54,0,2,27
0,6,0,1,80
1,51,1,4,160
0,6,1,31,650
1,7,1,3,428
2,56,1,2,125
0,13,1,3,150
1,14,1,3,135
4,142,1,2,390
0,6,0,3,80
0,12,0,2,76
1,8,1,30,140
1,8,0,10,175
1,19,0,5,170
1,1,1,30,175
1,4,0,30,46
0,0,0,1,35
0,12,0,4,78
0,32,1,1,110
0,12,0,7,47
1,4,0,4,130
1,7,1,6,250
1,2,0,2,69
1,30,0,1,90
2,25,0,1,101
0,21,0,1,50
0,21,0,1,65
0,21,0,30,47
2,81,0,2,55
1,2,0,1,35
2,81,0,1,75
0,12,0,1,74
4,80,0,2,41
1,19,0,2,139
0,15,1,4,283
1,8,1,4,150
0,15,1,4,100
0,12,1,3,170
1,4,1,2,110
1,28,1,3,99
1,2,1,28,250
1,28,1,2,115
0,79,0,1,51
1,30,0,3,55
4,59,0,3,60
1,4,0,1,65
0,32,1,2,125
1,28,1,30,138
0,12,0,2,115
0,13,1,3,165
0,12,0,3,80
1,19,1,3,1000
0,13,1,2,150
1,30,0,5,50
1,2,0,4,65
1,19,1,30,285
4,80,0,1,45
2,37,1,2,369
2,103,0,2,80
1,71,1,2,189
2,162,1,2,69
0,24,1,2,860
1,26,1,1,311
0,84,0,2,120
1,14,0,1,120
1,8,1,1,374
0,12,0,4,75
1,19,1,3,450
0,24,0,1,53
2,201,0,5,65
0,12,1,2,200
1,23,0,1,125
1,19,0,13,69
2,63,1,2,250
0,12,0,1,200
1,68,1,4,250
1,28,1,1,219
2,44,1,2,118
1,23,1,1,250
4,88,0,2,60
2,81,2,1,65
1,14,1,30,172
2,49,0,2,75
0,21,0,1,68
0,33,1,2,150
1,19,1,3,180
4,114,1,2,115
1,7,2,1,75
1,14,1,6,450
1,4,0,1,80
0,12,0,4,75
2,152,0,1,50
0,54,0,7,80
0,12,0,1,85
1,2,1,1,250
0,32,0,2,75
1,1,0,5,350
1,2,1,3,100
0,21,0,5,47
0,16,0,1,85
0,21,0,1,30
0,15,0,2,60
0,6,1,30,63
0,21,0,2,40
0,21,0,17,37
0,113,0,10,70
2,47,0,2,50
0,100,0,1,55
2,83,1,2,143
0,70,1,1,85
0,24,0,1,50
0,12,0,2,50
1,11,1,2,264
1,2,1,4,150
2,44,0,1,55
1,11,1,1,210
1,7,1,30,190
0,6,1,4,225
2,31,0,30,54
0,21,0,2,69
1,60,1,2,175
1,1,0,2,100
0,21,0,2,50
1,30,0,5,50
1,64,1,4,189
0,6,0,21,59
0,117,2,1,32
2,124,0,1,60
0,6,1,3,130
1,23,1,6,90
1,30,0,90,49
0,29,0,3,85
2,81,0,1,50
1,28,1,3,200
0,12,1,7,100
1,28,1,30,163
1,28,1,4,219
2,25,0,2,108
1,28,1,1,118
0,6,1,3,180
0,6,1,4,175
1,1,1,1,600
0,96,0,7,70
0,3,1,2,128
1,8,1,1,250
1,19,0,1,75
1,19,1,1,190
2,112,0,1,60
0,24,1,2,150
2,25,0,3,45
1,11,1,30,209
1,2,1,5,90
0,24,0,5,49
1,30,0,5,79
1,4,1,3,121
0,21,0,1,59
0,15,1,30,200
1,1,1,2,210
0,21,2,4,25
1,77,1,1,1978
1,23,1,3,105
1,53,1,2,400
0,13,1,2,140
2,25,1,2,129
0,6,1,3,200
1,2,0,2,69
1,18,0,5,70
1,2,1,5,150
0,97,1,3,350
1,19,1,2,130
1,64,1,1,350
0,21,1,2,98
1,7,0,3,150
1,2,0,60,150
3,104,0,10,43
0,13,1,5,135
0,12,0,3,85
0,12,1,2,199
0,10,1,3,173
1,2,0,1,46
0,13,1,3,170
0,3,0,3,76
1,14,1,3,490
0,6,1,3,150
0,13,1,3,550
1,14,1,2,180
1,2,1,2,265
1,43,1,3,395
1,23,1,7,125
2,56,0,30,55
1,28,1,3,800
1,28,1,2,155
1,4,0,3,90
1,28,1,1,135
1,8,1,2,220
0,54,0,3,80
1,9,0,1,75
0,12,1,3,180
1,11,1,3,150
1,2,0,1,100
1,1,0,30,60
2,56,1,4,80
2,56,0,2,250
1,2,1,1,139
1,7,0,4,100
1,23,1,1,200
0,21,0,2,42
1,1,0,1,90
0,6,1,28,85
0,16,1,2,218
0,6,1,2,140
0,6,0,1,50
2,37,0,1,45
0,12,1,30,175
0,21,0,2,64
1,19,1,2,450
1,5,2,3,49
1,11,1,7,185
0,12,0,2,100
1,2,0,4,147
1,7,0,1,199
0,10,1,4,250
0,10,0,2,56
0,29,0,1,41
1,71,1,29,207
0,12,1,10,200
2,37,0,1,32
0,12,1,5,130
0,117,0,1,140
1,8,0,3,90
0,20,1,3,250
0,12,0,1,89
1,2,2,1,39
1,28,1,3,75
1,8,0,1,75
0,12,0,10,50
2,103,1,2,76
1,14,1,2,290
1,43,1,30,169
0,24,0,1,43
1,1,1,2,199
0,22,1,2,89
0,36,1,2,165
1,71,0,1,150
1,7,0,1,155
1,2,0,3,77
1,9,1,2,399
0,13,1,4,180
2,49,1,1,180
1,1,1,30,184
0,15,1,3,75
1,26,1,4,260
0,12,0,7,95
0,17,1,2,99
1,1,0,3,999
1,45,0,60,50
1,26,0,2,355
1,4,0,3,100
0,21,0,14,60
4,209,0,2,65
0,12,1,3,175
1,14,1,4,170
0,12,0,28,100
0,12,1,30,80
0,20,1,5,225
2,46,0,1,33
1,7,1,30,150
1,1,0,1,300
0,16,0,2,130
2,87,2,1,40
0,54,1,2,140
0,12,1,2,207
1,1,1,3,370
4,150,0,1,50
0,10,1,3,150
1,43,1,2,235
0,12,1,1,350
2,37,0,1,60
1,19,1,2,200
0,33,1,2,115
2,44,0,30,42
0,15,0,7,26
0,21,0,1,57
0,12,0,2,75
0,6,0,1,50
1,8,0,10,89
1,2,0,2,55
2,49,0,1,500
1,7,1,30,99
1,7,0,1,107
0,12,1,31,100
0,3,1,5,100
1,43,0,2,258
1,2,0,3,125
2,44,1,20,55
0,6,0,1,50
2,106,1,1,300
0,6,1,2,135
4,99,0,2,45
0,21,0,2,44
2,95,2,10,25
2,112,1,1,290
1,1,0,1,80
0,123,1,2,140
1,8,1,2,150
1,28,1,8,180
1,23,1,30,170
0,84,0,2,48
1,2,1,2,150
1,5,1,30,196
0,84,1,2,125
0,20,0,1,170
1,7,0,3,180
1,27,0,3,199
1,2,0,1,60
0,6,0,2,39
0,12,1,3,299
0,6,0,2,75
1,14,1,4,200
1,8,1,30,310
0,12,0,4,89
0,10,0,1,73
1,2,0,1,79
1,14,0,2,179
1,8,1,3,102
1,77,1,4,300
1,9,0,3,120
2,95,1,2,72
1,11,1,3,180
0,21,0,2,65
1,11,1,2,220
0,10,1,3,250
0,6,1,2,225
0,79,1,2,90
0,15,0,1,30
0,73,0,2,50
1,8,1,30,2000
0,54,0,2,50
0,21,1,30,100
1,43,1,2,392
0,20,0,2,85
1,23,1,1,600
1,52,1,30,499
1,18,1,7,120
4,99,0,2,60
0,16,1,5,70
0,21,0,2,69
1,5,1,30,300
0,6,0,2,75
1,1,1,3,160
1,30,0,2,50
1,19,1,3,419
1,28,0,4,80
1,23,1,2,250
2,87,0,1,55
4,192,2,1,20
0,54,1,2,89
0,15,0,5,65
1,1,1,4,190
2,124,0,2,40
1,2,0,2,84
1,28,1,2,140
1,14,1,3,350
0,12,0,1,70
0,15,1,2,150
1,30,0,2,97
1,19,1,1,250
0,21,1,3,150
0,15,1,2,120
2,81,1,3,83
0,82,0,3,76
0,73,2,2,40
0,6,0,30,43
0,21,0,1,50
1,28,1,6,399
1,27,1,2,2250
0,16,1,3,93
