neighbourhood_group,neighbourhood,room_type,minimum_nights,price
0,0,0,3,50
1,43,1,29,229
0,12,0,1,75
0,20,1,2,174
0,123,1,2,160
1,8,0,30,60
0,193,2,5,25
0,35,1,2,160
1,19,0,1,72
1,19,1,3,100
1,8,1,30,104
2,47,1,3,99
2,124,0,2,75
1,52,0,3,110
1,71,1,30,330
1,7,1,30,133
0,22,0,3,40
0,79,0,2,66
0,6,0,2,45
0,6,0,3,75
1,14,1,30,350
0,12,0,3,30
0,70,1,30,150
0,6,0,3,45
1,19,1,5,125
0,21,0,1,50
0,24,1,1,105
2,25,1,2,125
1,7,0,7,95
1,2,1,1,550
0,6,1,1,115
1,8,1,7,149
0,24,1,3,126
0,22,0,2,57
0,21,1,12,97
1,1,1,1,200
1,28,1,1,135
1,2,0,2,55
2,83,0,2,49
0,12,0,14,85
1,7,1,3,295
0,70,1,3,85
1,26,1,2,199
1,11,1,4,120
1,28,0,1,89
2,46,1,3,63
2,178,1,1,75
1,2,1,30,195
1,27,1,4,1250
0,16,1,4,550
0,29,1,7,750
1,8,1,4,148
1,8,1,30,150
1,7,1,1,249
2,37,0,1,65
1,8,0,1,99
0,20,0,1,85
0,147,1,1,75
2,103,0,1,45
4,66,1,2,175
1,8,1,21,212
0,22,1,2,165
0,6,1,5,175
2,63,1,3,509
0,12,1,3,295
2,31,0,2,53
1,7,1,29,187
0,21,0,15,55
0,12,0,1,55
1,2,1,2,150
1,28,1,2,130
0,13,1,2,499
1,8,1,2,215
0,32,1,5,200
1,7,1,2,200
0,20,1,28,116
1,14,1,3,165
0,3,1,2,160
1,19,0,1,125
2,87,0,3,75
0,6,1,2,190
1,5,1,10,80
2,44,1,10,70
2,118,1,2,87
0,6,0,30,95
2,85,0,1,55
4,141,0,1,45
2,37,0,1,60
0,15,0,1,80
0,111,1,2,110
2,39,0,1,34
1,28,0,3,42
1,23,0,3,60
2,83,0,1,59
0,20,1,3,125
1,2,1,1,99
2,56,0,60,80
0,6,1,3,150
0,12,0,7,88
1,2,0,1,55
0,12,1,7,199
2,25,0,1,88
2,81,1,2,85
1,14,0,2,119
0,6,1,2,285
1,45,0,3,75
2,56,0,30,100
1,2,1,3,125
1,2,0,1,158
1,19,1,15,220
1,1,1,2,91
2,46,0,1,52
1,7,1,29,189
0,24,0,2,100
1,9,1,3,161
1,19,1,7,125
4,141,0,1,38
0,12,1,30,183
0,6,0,3,40
0,147,0,7,45
4,171,2,1,150
4,169,0,30,37
1,8,0,30,45
0,0,1,1,200
1,14,2,1,180
0,3,0,3,69
0,16,1,30,227
0,17,1,30,100
1,53,0,3,91
2,31,0,28,28
1,28,1,7,150
2,56,0,80,55
2,87,2,1,23
0,29,1,7,250
0,12,0,10,63
1,23,1,1,140
1,28,1,1,180
1,11,1,2,197
0,3,1,3,93
1,7,1,2,160
0,16,0,7,71
1,7,1,2,239
2,44,0,2,56
1,5,1,30,150
2,44,0,1,55
0,20,1,30,129
1,30,0,7,40
2,56,0,2,95
2,46,0,1,85
1,77,0,14,70
4,144,0,1,42
0,21,1,90,110
1,11,1,2,250
4,59,1,2,110
0,21,0,4,65
0,82,0,3,129
0,16,0,5,95
4,133,0,2,50
1,14,0,3,150
0,6,0,2,65
1,8,0,1,120
4,42,1,40,70
1,28,2,1,75
1,52,1,30,159
1,14,1,2,290
2,39,0,1,89
0,15,0,1,62
0,21,1,30,78
0,20,1,2,144
0,15,1,3,150
0,21,0,5,72
1,4,0,1,55
0,16,1,2,985
0,6,1,3,75
1,7,1,2,379
0,15,1,3,160
0,6,0,2,60
1,28,1,3,130
0,6,0,2,65
0,21,0,5,50
0,12,1,4,195
1,8,1,7,150
1,7,1,3,244
2,103,0,1,700
1,7,1,2,217
1,30,1,2,115
0,0,1,2,95
0,6,0,3,60
0,15,1,3,245
0,90,0,4,49
2,129,0,2,66
1,28,1,30,100
1,1,1,80,1170
0,12,0,2,49
1,132,0,1,80
0,12,0,2,75
1,52,1,5,110
0,15,0,1,49
1,4,2,2,49
1,2,1,1,195
1,14,0,30,90
1,7,2,1,69
2,63,0,1,45
2,25,1,1,180
0,6,0,1,79
0,21,0,4,57
1,28,1,2,375
0,12,0,1,50
0,6,0,3,63
0,16,1,3,175
1,45,1,14,60
0,123,0,4,38
0,33,0,2,188
2,46,1,1,100
1,27,0,3,169
1,2,0,21,30
0,12,1,2,135
1,2,1,7,600
1,4,1,30,104
0,0,0,30,45
0,6,1,26,175
1,102,1,1,150
0,36,1,21,424
1,43,1,29,210
1,28,1,60,119
1,23,0,2,85
4,42,1,2,103
1,52,1,2,349
1,43,1,1,209
1,19,1,2,240
0,12,0,2,95
1,11,1,2,190
0,12,1,4,165
1,64,0,3,70
0,15,1,5,89
0,22,0,1,69
0,21,1,2,70
1,18,1,4,100
0,15,1,30,140
1,8,0,1,800
1,4,0,1,58
1,2,1,1,95
1,14,1,2,105
1,8,0,3,70
2,44,0,1,55
1,11,1,4,175
1,1,0,3,649
1,14,1,3,299
0,12,1,30,325
0,3,0,2,70
1,2,2,30,65
1,23,1,8,149
0,20,0,3,60
0,20,0,3,65
0,15,1,4,119
0,12,0,30,95
1,7,1,1,80
2,87,1,2,140
0,6,1,5,165
4,105,0,1,75
0,20,1,2,260
0,12,0,30,54
1,30,1,3,90
0,73,1,2,105
0,15,1,2,105
0,193,0,1,95
1,7,0,4,99
1,28,1,5,150
0,21,1,1,85
0,6,1,3,122
1,5,0,1,100
0,13,1,35,130
1,11,1,2,250
1,28,1,2,130
1,23,1,5,285
0,12,0,5,200
1,7,2,3,30
0,15,1,2,220
0,54,1,30,109
0,12,1,3,170
0,6,0,1,50
1,7,1,1,220
0,79,0,1,112
2,49,0,1,55
0,21,1,2,650
0,34,0,1,90
0,70,0,3,39
0,15,0,1,150
2,49,0,3,60
2,56,0,2,60
0,21,1,2,110
0,6,1,2,90
1,23,1,4,225
2,162,2,2,26
4,133,0,3,25
0,21,0,3,54
0,147,1,2,100
0,29,1,4,350
1,9,0,2,275
1,23,1,5,170
0,22,1,4,120
0,6,0,1,1000
0,12,0,2,69
1,19,1,3,175
2,103,0,1,35
1,2,0,6,69
0,79,0,2,75
1,43,1,2,218
0,84,0,2,62
0,35,0,8,45
1,1,1,30,239
1,2,0,3,130
0,100,1,3,175
1,8,0,30,95
1,8,1,2,250
0,21,0,2,60
2,47,1,4,115
0,15,0,5,50
2,56,0,2,89
0,54,2,1,50
1,1,1,30,105
1,14,1,30,291
1,23,1,1,140
1,4,1,1,100
0,147,0,2,55
2,46,0,1,50
0,21,0,4,41
1,11,1,3,440
0,12,0,5,60
1,43,0,2,204
0,21,0,1,75
1,19,1,30,200
0,6,0,12,45
1,2,0,2,115
0,12,1,2,121
2,180,0,3,125
0,21,1,5,90
1,2,0,1,60
1,28,1,2,275
2,160,2,5,29
2,31,0,5,100
1,132,0,3,68
0,75,0,1,70
0,12,1,2,200
1,2,0,2,90
0,20,1,3,70
2,37,0,3,40
0,12,1,1,200
0,70,0,3,52
1,8,0,1,120
2,81,1,4,88
0,12,0,2,80
1,11,1,2,140
1,77,0,7,160
1,28,1,30,180
1,5,1,7,186
0,3,0,7,70
2,25,1,2,199
0,12,0,2,88
1,8,1,30,190
0,20,0,1,105
1,19,1,2,250
2,149,0,1,69
1,2,0,30,50
1,18,0,2,47
0,21,0,1,95
0,33,1,4,325
0,22,0,5,45
2,39,0,3,69
0,84,1,3,80
0,12,1,2,200
1,19,1,1,315
0,21,0,2,55
2,25,1,1,190
0,54,0,1,133
1,1,1,4,350
2,103,0,1,45
1,1,0,2,169
1,101,1,1,175
0,6,0,3,85
0,67,1,4,200
0,15,0,1,80
0,12,1,2,150
2,159,0,1,85
1,64,0,30,59
1,14,1,1,1495
4,99,1,5,85
1,2,0,3,100
0,6,1,7,110
0,6,0,2,65
0,21,0,1,155
2,83,0,3,46
2,46,0,1,159
2,56,0,1,55
0,12,1,1,40
1,11,1,2,190
0,15,0,2,36
1,23,1,5,100
1,8,0,2,67
1,7,1,2,215
0,6,0,1,55
0,79,0,3,50
0,32,1,1,409
1,1,1,30,155
0,16,1,28,100
0,12,0,5,48
0,21,0,2,55
0,6,1,2,140
1,1,1,30,165
1,19,0,5,69
1,4,1,2,220
0,12,1,2,185
0,21,1,1,99
1,4,0,2,150
2,49,0,2,69
0,15,1,3,171
2,44,1,3,199
1,19,1,7,130
1,28,1,5,123
2,56,2,1,30
2,126,0,2,65
0,40,1,3,219
1,8,1,3,175
1,14,1,3,265
1,1,1,28,714
1,7,1,30,70
1,26,1,3,210
0,84,1,5,75
2,201,2,1,120
1,28,1,6,140
0,20,0,1,85
1,64,1,2,150
1,60,0,1,90
1,4,0,1,76
0,12,1,2,80
1,2,0,2,92
0,22,1,60,120
0,6,0,5,65
1,2,0,2,44
1,43,1,2,474
1,2,0,5,60
0,73,0,1,59
0,21,0,10,35
0,13,1,2,200
0,24,0,2,60
4,99,0,3,65
1,68,1,10,120
1,7,1,30,229
1,2,0,4,80
1,11,1,2,199
0,15,0,1,82
0,6,0,5,70
4,59,0,30,40
4,136,1,1,75
1,1,1,3,350
1,8,1,1,325
0,15,1,3,90
2,152,0,1,75
0,29,1,6,115
0,6,0,2,60
0,21,1,3,115
1,23,0,1,75
0,12,0,3,105
1,1,1,2,350
1,27,0,2,76
2,37,0,30,45
1,8,0,1,228
1,7,0,1,99
2,124,0,1,50
0,10,1,3,250
1,28,1,4,200
0,6,0,2,70
2,25,1,1,275
1,8,1,4,160
1,7,1,30,175
1,7,0,1,100
0,6,0,14,55
0,12,0,3,55
4,80,0,1,40
1,28,1,30,325
1,2,0,7,65
0,6,0,20,40
4,114,2,1,28
1,52,0,1,116
0,12,0,5,40
0,6,0,1,55
4,177,1,1,50
2,149,1,2,45
2,56,1,2,100
1,19,1,30,120
1,7,1,3,169
1,1,0,3,200
0,6,1,1,180
1,27,1,1,459
1,48,1,3,180
1,14,1,31,220
0,20,1,2,114
1,48,1,10,249
3,89,1,5,75
1,8,1,30,385
3,217,1,1,57
1,4,0,1,60
1,19,0,6,300
1,7,0,2,125
2,56,0,1,50
0,12,1,2,300
1,45,1,20,150
0,21,0,1,85
1,52,0,1,110
1,7,1,4,180
0,12,1,5,300
0,29,1,2,125
1,2,0,4,65
0,12,0,4,75
3,41,0,2,75
0,29,1,2,170
0,12,0,2,150
1,2,0,30,88
4,120,1,2,110
0,35,0,2,70
1,27,1,2,200
0,24,1,2,140
0,100,0,2,55
1,71,0,1,100
4,69,0,3,80
1,19,1,4,220
0,35,0,1,148
1,11,0,1,299
1,2,0,14,45
0,15,0,2,55
2,178,1,1,110
0,123,1,1,245
1,5,1,3,199
1,45,0,1,55
0,21,0,1,49
0,79,1,2,125
1,64,1,1,350
0,22,0,2,120
0,100,0,4,45
1,1,1,3,699
4,120,1,2,175
1,1,0,3,699
1,1,0,3,110
1,2,0,2,65
0,17,1,2,200
1,2,0,2,100
0,22,2,1,30
1,2,1,6,148
1,2,0,1,56
1,7,1,1,150
0,84,1,2,89
3,78,1,3,75
1,2,1,4,175
0,15,1,1,100
0,12,1,1,145
1,2,0,1,69
1,8,1,2,159
0,38,1,6,500
0,21,0,2,42
1,7,1,1,269
0,12,0,2,65
1,7,1,31,149
1,30,0,1,88
4,120,1,2,125
0,20,1,3,103
1,2,1,2,182
1,8,1,6,210
0,3,0,7,100
0,34,2,2,44
1,14,1,4,175
0,15,2,2,25
1,7,0,1,199
1,11,1,2,300
0,17,1,14,150
0,100,0,1,42
1,30,0,2,150
1,19,0,2,149
0,15,1,50,100
0,16,1,3,184
4,98,0,5,42
1,19,1,7,390
0,6,1,4,69
1,30,0,5,47
0,15,0,2,60
0,12,0,3,85
0,6,1,2,170
2,183,0,1,88
1,9,0,1,75
1,71,1,30,470
1,43,1,2,235
3,41,0,31,70
0,20,0,1,70
2,160,1,1,400
2,81,1,1,165
0,24,1,4,125
1,43,1,29,222
1,2,1,31,85
1,68,0,3,250
2,159,0,1,50
1,19,1,30,250
2,56,1,1,135
0,10,1,7,135
2,87,1,2,95
0,12,1,3,750
1,8,0,3,70
0,10,1,2,350
1,1,1,30,200
2,56,1,2,99
2,56,1,15,140
1,11,1,30,215
1,28,1,1,140
2,159,0,1,35
1,1,0,30,100
1,2,1,31,175
1,28,1,30,125
1,28,0,2,700
0,197,0,4,50
1,43,1,2,416
1,14,0,5,150
0,6,0,2,77
2,56,1,3,130
1,43,1,2,228
0,22,0,3,70
0,15,1,30,160
1,19,0,3,79
0,6,0,2,89
0,12,1,3,105
1,43,1,1,225
1,2,1,15,140
1,4,2,1,35
1,68,1,10,149
0,21,0,30,63
1,19,1,30,285
1,7,0,1,102
0,79,0,1,50
1,4,0,14,50
2,81,2,1,41
0,15,0,2,60
1,28,1,1,550
1,53,0,3,130
2,31,1,1,120
2,95,0,7,30
0,22,1,3,175
0,12,2,1,130
4,66,1,1,150
0,12,0,5,80
2,25,0,2,61
1,14,1,2,225
0,79,0,2,50
0,15,1,3,370
1,19,0,1,85
1,9,0,1,65
1,19,0,3,110
0,6,1,2,100
1,23,0,3,80
1,19,1,19,189
0,6,0,5,72
1,4,1,2,103
2,25,0,2,125
1,19,0,2,90
0,10,1,30,86
0,6,1,2,99
0,54,0,2,39
0,21,0,3,40
4,66,0,3,53
0,15,1,2,135
1,28,0,3,78
0,15,0,1,55
0,15,1,5,275
0,29,1,2,179
0,10,1,1,199
1,4,0,2,75
2,44,1,20,87
2,56,0,1,79
1,8,1,5,175
1,2,1,1,150
1,30,0,30,35
2,210,2,3,32
4,150,0,3,80
1,2,1,5,80
0,33,0,2,80
0,90,1,1,82
0,21,0,6,75
0,54,2,30,36
1,68,1,2,126
0,38,1,4,135
2,44,0,5,40
1,8,1,30,165
0,16,1,3,175
1,11,1,2,200
2,124,0,2,45
0,12,0,7,45
1,9,0,2,90
0,6,0,5,65
0,12,1,3,100
2,159,1,10,250
0,21,1,1,99
0,6,0,2,45
1,8,1,3,187
1,27,1,20,130
1,1,0,2,130
0,12,0,2,65
1,19,1,3,149
1,30,2,1,40
2,37,0,1,50
1,8,0,3,72
1,1,1,1,153
1,2,1,3,225
1,7,0,5,109
1,51,0,20,65
1,11,1,80,250
1,30,0,1,59
1,64,1,3,185
0,15,0,2,75
0,12,1,2,250
1,1,0,1,148
1,30,0,2,45
0,38,0,1,80
2,49,0,2,40
1,19,0,2,60
1,2,0,14,55
4,127,0,1,60
0,6,0,1,40
1,19,1,4,125
0,21,0,1,80
4,142,0,1,122
0,6,1,4,101
4,99,1,1,60
2,112,1,2,120
0,16,0,7,40
1,19,1,1,400
0,38,1,10,170
2,49,0,2,90
1,43,1,2,425
0,15,0,10,37
0,6,0,1,55
1,4,0,3,60
0,33,1,4,130
1,14,1,1,200
1,2,1,1,200
0,76,0,10,40
2,31,0,5,70
0,21,0,2,95
0,12,0,5,70
2,25,1,5,120
1,23,1,30,240
0,15,0,1,63
0,111,0,1,31
0,73,0,1,65
1,8,1,30,150
1,28,1,5,199
0,6,0,5,65
0,20,1,1,70
1,68,1,30,140
0,12,0,5,59
1,43,1,29,169
1,19,1,4,250
2,56,1,1,100
0,21,1,3,150
1,27,0,1,115
1,50,1,5,225
1,5,1,1,165
0,15,0,1,47
2,39,0,1,50
0,20,0,2,140
1,7,0,2,102
0,38,1,3,125
0,20,0,3,149
1,7,0,3,129
1,132,0,3,165
0,6,1,3,80
1,5,1,2,125
2,125,0,2,60
1,2,0,1,85
0,12,1,2,180
0,12,1,3,150
0,90,0,5,75
0,12,1,1,200
1,27,0,2,72
0,67,2,7,25
1,7,1,2,139
1,43,1,2,195
2,183,1,2,300
1,2,1,3,74
2,25,0,4,100
1,28,1,30,118
1,1,1,6,145
0,3,0,30,95
1,7,1,4,219
0,147,0,3,60
1,26,0,20,102
0,12,1,3,358
0,15,0,3,55
0,20,0,8,30
0,22,0,2,43
0,6,1,3,85
0,20,1,2,175
3,110,0,4,34
1,68,1,2,540
1,26,0,1,113
1,45,1,5,180
0,3,1,2,115
1,28,0,3,130
1,28,0,1,246
4,144,0,2,33
0,10,1,7,100
0,54,0,30,35
1,8,1,60,374
1,4,0,1,95
1,28,0,2,95
0,12,1,5,499
1,9,1,2,200
1,7,0,3,110
0,15,1,2,125
0,21,1,1,110
1,30,1,1,95
1,26,1,3,200
0,3,0,4,60
0,12,1,2,200
2,103,0,1,60
1,132,0,4,55
0,20,0,1,55
0,21,0,4,60
2,106,1,3,450
0,21,0,2,45
0,147,0,2,59
0,16,1,5,115
0,21,0,2,50
2,39,0,1,98
1,4,0,2,145
0,3,1,2,129
0,21,2,30,32
0,10,1,3,169
0,100,0,1,50
0,54,0,1,95
1,23,0,10,58
0,34,1,4,295
1,2,1,1,137
0,76,1,2,125
2,56,0,1,55
1,43,1,30,131
1,2,0,1,50
0,90,1,20,165
1,2,1,2,145
2,62,1,7,126
1,2,1,4,300
1,2,0,1,69
1,27,1,3,550
0,17,1,2,100
1,23,0,1,78
0,6,0,3,60
1,26,0,1,130
2,37,0,1,53
1,30,0,1,65
1,4,1,2,300
1,30,0,1,60
2,39,0,30,37
0,21,0,3,80
1,4,1,3,200
1,50,0,4,112
0,12,0,1,45
1,19,0,2,100
1,18,0,1,70
1,2,0,3,50
0,79,1,4,150
0,12,1,4,155
1,4,1,3,120
1,2,0,3,75
0,21,1,3,110
0,21,0,1,69
0,12,1,3,190
1,11,1,30,233
1,14,0,3,12
2,25,1,2,375
1,45,0,2,60
1,23,0,1,70
1,64,1,1,240
2,49,0,1,60
1,23,0,5,77
2,46,0,1,165
0,15,0,1,100
0,15,1,2,130
0,24,1,4,89
1,2,0,2,100
1,19,1,2,103
1,11,1,60,245
1,7,0,3,200
1,4,0,1,65
1,27,0,2,99
2,37,2,1,49
1,68,0,1,245
1,45,0,3,85
1,2,0,2,65
0,15,1,5,100
1,5,1,2,229
1,7,1,5,227
1,28,1,2,300
0,12,0,2,130
2,56,1,3,149
1,9,1,4,140
0,70,0,7,60
1,45,1,1,135
2,116,0,1,40
2,83,2,1,28
2,31,1,1,50
1,26,1,30,50
0,79,0,1,75
0,100,1,4,85
0,24,0,3,60
2,62,1,30,89
0,16,1,4,141
0,21,1,3,100
0,6,1,3,350
1,7,2,1,70
1,1,1,7,110
1,1,1,30,170
1,30,1,2,99
1,2,0,1,80
0,12,1,6,250
1,1,1,6,190
1,68,0,1,100
4,133,2,7,45
1,28,1,4,449
1,43,1,29,245
0,15,1,2,88
0,15,1,2,120
1,8,1,30,174
1,19,1,2,350
1,23,1,5,100
0,10,1,2,224
0,12,0,5,49
0,33,1,2,150
0,6,0,2,65
1,45,1,7,150
0,15,0,2,69
1,18,0,10,24
0,20,0,1,70
1,28,0,3,85
2,87,0,1,31
1,1,1,30,225
1,68,1,1,399
1,18,0,5,60
1,28,0,2,175
2,46,0,1,133
0,6,2,25,30
1,19,1,12,140
0,20,1,30,159
2,121,1,3,65
1,19,0,1,120
1,30,1,3,120
0,12,0,1,47
2,44,1,3,99
2,25,1,3,130
1,28,0,7,110
0,70,0,2,75
1,8,1,3,179
0,12,1,10,280
0,20,1,2,117
0,6,0,1,60
1,8,1,2,175
0,15,0,2,90
0,15,0,2,49
0,12,0,4,65
0,12,0,2,71
1,1,0,7,400
0,21,0,1,75
1,26,1,5,250
1,2,0,3,65
2,63,1,3,80
1,28,1,30,179
1,8,1,3,225
2,56,0,1,50
1,2,0,1,65
0,22,0,7,49
4,182,2,1,49
0,6,1,2,77
1,64,1,1,1200
1,7,0,3,150
0,12,0,2,100
2,155,0,1,57
0,15,0,3,50
1,77,0,5,170
1,2,2,1,75
1,11,1,2,215
0,15,1,2,120
1,1,0,1,100
0,3,0,1,35
0,3,1,2,149
0,34,1,12,125
0,16,1,30,220
0,12,0,3,60
0,21,1,2,100
1,28,1,8,220
0,123,1,1,142
2,81,0,30,32
1,23,0,1,112
1,19,0,3,79
2,103,0,10,42
2,56,1,3,120
0,38,1,13,150
0,12,1,2,180
1,14,1,7,110
0,12,1,4,144
0,12,1,1,126
1,7,0,1,110
2,44,0,1,69
1,8,1,30,305
0,15,0,3,90
0,6,0,2,65
1,1,0,4,100
1,7,1,15,199
0,12,0,1,90
0,15,1,3,125
2,160,2,4,34
0,35,1,2,89
1,1,0,1,399
0,123,2,1,30
0,6,1,4,165
0,3,0,1,99
1,7,1,30,150
2,31,0,28,40
1,1,2,1,60
0,12,0,2,50
1,71,1,30,343
1,64,1,5,245
0,6,0,2,45
1,8,1,30,168
1,28,1,7,113
1,26,0,1,95
1,28,1,4,150
0,3,0,4,90
2,44,0,7,60
1,8,0,3,100
0,12,1,2,150
1,26,2,2,39
0,54,1,1,120
1,8,0,3,135
1,1,0,3,125
2,56,1,2,115
0,34,0,1,74
0,21,0,3,75
1,30,0,1,55
0,6,0,2,45
2,124,1,30,90
1,30,0,7,77
0,6,1,1,75
2,56,0,1,120
0,12,0,1,101
0,21,0,2,50
2,31,0,30,49
0,17,0,4,75
1,26,1,3,275
2,56,0,2,55
0,21,1,5,125
0,15,0,1,150
1,2,1,4,95
2,49,1,2,120
0,24,1,31,73
0,15,1,30,115
2,37,0,2,66
0,54,0,3,89
0,54,0,3,60
0,111,0,1,56
1,30,0,3,250
1,7,0,1,49
0,29,0,2,85
1,7,1,30,199
0,21,0,3,79
1,19,1,5,450
1,68,0,3,100
2,31,0,2,155
2,39,1,2,160
0,82,1,3,175
1,1,1,4,135
1,2,0,3,35
0,15,0,2,50
0,12,0,2,99
1,30,0,3,140
2,121,1,2,87
2,178,1,2,175
1,26,1,1,150
0,6,0,90,80
0,12,1,3,200
0,6,0,30,42
1,19,0,5,129
1,4,1,3,300
1,11,0,1,150
0,73,0,4,46
2,49,0,2,70
1,9,1,1,155
1,1,1,4,305
1,2,0,7,69
3,89,1,1,165
1,2,1,60,125
1,2,0,1,60
1,2,1,14,120
2,103,0,1,50
1,19,1,7,110
2,63,1,4,114
2,83,0,4,55
1,28,1,1,229
1,1,1,30,650
1,7,0,1,200
0,29,1,2,115
0,15,1,3,125
0,12,0,1,85
0,10,1,5,225
1,11,1,3,190
0,84,0,7,75
0,22,1,29,80
3,199,0,1,65
0,12,1,3,199
1,8,0,3,125
1,1,1,1,163
0,38,0,1,70
0,21,0,1,55
1,11,1,1,220
0,12,0,1,75
0,15,1,7,220
1,45,0,2,70
0,15,0,2,160
0,12,1,30,195
2,81,0,1,34
0,12,1,4,135
1,2,0,1,75
1,52,0,4,79
0,22,0,3,39
2,56,2,1,35
1,5,1,2,240
1,2,1,4,158
1,7,1,30,150
0,135,0,7,150
1,14,1,30,169
1,2,0,2,34
0,12,0,2,85
0,70,1,2,133
0,12,0,2,50
1,7,1,2,115
1,23,0,3,75
1,1,1,3,737
1,9,1,2,220
0,21,0,10,65
2,56,0,2,69
1,28,1,1,95
0,6,0,5,45
1,23,0,1,75
1,9,0,7,77
2,184,0,30,40
0,33,1,2,200
0,54,0,4,47
0,21,0,3,35
1,28,1,30,125
0,20,1,3,170
1,43,0,2,87
1,60,0,1,93
1,77,1,30,276
1,23,0,10,40
0,21,0,1,110
1,2,0,1,75
1,2,0,5,75
1,1,1,2,465
1,8,0,4,64
1,53,1,1,160
1,30,1,7,108
0,20,1,30,149
1,28,1,4,160
1,28,0,1,99
1,19,1,3,299
0,12,1,2,395
0,21,2,2,34
1,43,1,2,240
0,54,1,2,350
1,2,1,1,150
1,19,0,4,58
0,6,1,4,177
0,90,0,1,75
0,12,0,2,90
1,7,0,1,135
1,27,0,5,150
2,56,0,1,95
0,21,0,1,155
0,12,0,1,50
0,3,1,3,145
3,158,1,2,125
2,83,0,30,50
1,19,1,2,150
0,117,2,2,26
1,26,1,30,225
1,1,1,1,275
0,100,1,1,75
1,1,0,3,120
0,6,0,1,80
0,21,1,1,120
0,6,1,5,120
1,8,0,3,95
1,8,1,2,179
1,27,1,2,390
0,20,1,3,180
1,1,1,1,310
0,54,0,5,21
0,21,0,1,45
1,28,1,5,155
0,20,1,3,120
1,30,0,1,45
0,24,1,2,125
2,126,0,2,61
0,15,0,3,38
0,20,0,2,70
0,21,0,2,82
0,16,1,3,229
0,21,1,1,122
0,16,1,29,155
2,44,0,3,65
2,44,0,2,60
0,20,0,1,45
1,8,1,1,250
0,6,0,5,68
0,21,1,5,80
0,6,1,4,200
1,53,1,1,5250
0,12,0,1,157
1,2,0,2,80
0,21,1,1,390
0,21,0,2,40
0,17,1,5,120
0,21,0,7,50
1,1,1,3,175
1,71,1,15,100
0,6,0,1,41
0,12,1,2,300
1,1,1,3,339
0,12,1,30,80
1,11,1,10,225
1,68,1,3,195
0,12,1,2,140
0,12,0,2,65
2,39,0,1,80
0,100,1,1,99
0,6,1,3,89
0,6,1,5,150
0,21,0,1,120
2,44,0,3,71
1,2,0,1,150
4,169,0,30,40
1,28,0,1,85
1,2,0,2,100
1,28,1,1,175
1,5,1,2,515
1,30,0,2,90
0,22,0,4,98
1,19,1,2,175
0,12,0,4,200
1,1,0,4,105
1,19,1,3,250
0,54,1,3,120
1,2,0,1,50
1,1,1,1,250
0,6,0,3,70
1,45,1,7,145
1,5,1,5,399
0,73,0,1,30
1,48,1,1,179
1,1,0,3,180
0,21,1,1,199
0,21,0,1,38
1,30,0,1,60
1,4,0,3,49
1,4,0,4,89
0,6,0,3,120
1,53,1,1,250
0,3,0,1,179
2,37,1,7,250
2,121,0,1,100
1,2,0,1,65
1,1,1,1,299
0,6,0,2,52
2,37,0,1,55
1,7,0,1,100
2,140,1,3,184
0,22,1,2,165
1,8,0,1,90
2,31,0,2,57
3,174,1,14,62
0,15,0,1,50
0,54,0,3,110
0,12,0,3,59
2,81,0,1,55
0,13,1,3,144
1,1,1,30,115
1,8,0,1,137
2,56,1,5,130
1,7,0,1,100
0,29,1,7,150
1,64,1,2,250
1,7,0,2,89
0,6,0,3,29
0,6,1,2,400
1,14,0,5,99
0,73,0,2,61
1,18,1,4,90
2,83,0,4,55
1,28,0,3,69
2,116,0,9,73
0,15,0,30,68
0,21,0,7,43
1,1,1,5,150
1,19,0,1,78
0,21,0,1,38
0,34,0,1,51
1,43,1,2,100
0,6,1,2,109
0,20,0,4,70
0,12,1,30,220
1,77,1,4,2500
1,7,0,1,119
1,8,1,5,135
0,21,1,1,120
1,26,1,2,199
2,39,0,30,41
0,6,1,4,110
4,120,0,1,29
0,6,1,1,100
2,152,0,1,50
1,71,1,3,480
0,76,1,3,123
1,4,1,1,300
1,30,1,4,103
0,6,0,1,55
0,21,0,3,125
1,30,0,2,75
0,12,1,7,90
0,6,0,1,50
1,19,1,2,250
1,28,1,3,140
1,8,1,1,197
2,44,1,2,200
0,12,1,4,200
2,62,1,4,108
1,2,0,1,46
0,12,0,14,50
1,4,0,1,99
0,15,1,1,110
1,45,0,2,200
1,30,0,3,60
2,49,0,6,45
0,20,0,1,65
0,12,0,5,80
0,21,0,2,40
0,117,1,2,200
1,14,1,3,245
0,22,1,1,175
2,85,0,2,70
1,1,1,2,450
0,21,0,4,47
1,27,1,2,250
4,98,1,2,120
1,1,0,1,100
1,23,0,10,90
0,12,0,2,58
1,28,1,14,590
1,4,0,2,70
0,12,0,1,95
2,145,1,1,230
0,12,0,3,69
1,43,1,3,390
1,28,0,2,90
1,27,0,5,80
0,6,1,3,99
0,15,1,2,300
0,24,0,5,150
0,16,0,3,125
1,8,1,30,229
1,8,1,1,280
1,30,1,4,85
0,54,1,4,150
1,30,1,4,95
0,29,1,2,150
0,6,0,1,75
0,15,1,3,175
1,8,0,1,90
1,2,0,3,70
0,21,0,2,35
0,79,0,1,40
0,12,0,1,90
1,1,1,1,190
1,7,0,1,209
0,6,1,2,196
2,56,0,1,99
0,12,0,4,74
0,12,1,2,120
1,28,1,7,250
1,8,1,5,99
0,12,1,3,175
1,14,0,4,119
1,43,1,3,230
1,30,0,2,55
